id,src,dst,ttype
3054,41,442,TRANSFER
3055,41,733,TRANSFER
3056,41,58,TRANSFER
3057,41,1414,TRANSFER
3058,41,162,TRANSFER
3059,41,54,TRANSFER
3060,41,14,TRANSFER
3061,41,37,TRANSFER
3062,41,399,TRANSFER
3063,41,30,TRANSFER
3064,41,705,TRANSFER
3065,41,48,TRANSFER
3066,41,345,TRANSFER
3067,41,143,TRANSFER
3068,41,38,TRANSFER
3069,41,199,TRANSFER
3070,41,973,TRANSFER
3071,41,294,TRANSFER
3072,41,60,TRANSFER
3073,41,104,TRANSFER
3074,41,33,TRANSFER
3075,41,192,TRANSFER
3076,41,132,TRANSFER
3077,41,129,TRANSFER
3078,41,69,TRANSFER
3079,41,101,TRANSFER
3080,41,111,TRANSFER
3081,41,36,TRANSFER
3082,41,15,TRANSFER
3083,42,105,TRANSFER
3084,42,10,TRANSFER
3085,42,49,TRANSFER
3086,42,47,TRANSFER
3087,42,22,TRANSFER
3088,42,211,TRANSFER
3089,42,18,TRANSFER
3090,42,45,TRANSFER
3091,42,98,TRANSFER
3092,42,21,TRANSFER
3093,42,11,TRANSFER
3094,42,33,TRANSFER
3095,42,56,TRANSFER
3096,42,14,TRANSFER
3097,42,175,TRANSFER
3098,42,80,TRANSFER
3099,42,190,TRANSFER
3100,42,3,TRANSFER
3101,42,339,TRANSFER
3102,42,205,TRANSFER
3103,42,71,TRANSFER
3104,42,89,TRANSFER
3105,42,5,TRANSFER
3106,42,26,TRANSFER
3107,42,969,TRANSFER
3108,42,19,TRANSFER
3109,42,55,TRANSFER
3110,42,1094,TRANSFER
3111,42,88,TRANSFER
3112,42,393,TRANSFER
3113,42,17,TRANSFER
3114,42,707,TRANSFER
3115,42,9,TRANSFER
3116,42,25,TRANSFER
3117,42,28,TRANSFER
3118,42,198,TRANSFER
3119,42,6,TRANSFER
3120,42,119,TRANSFER
3121,42,13,TRANSFER
3122,42,57,TRANSFER
3123,42,70,TRANSFER
3124,42,455,TRANSFER
3125,42,66,TRANSFER
3126,42,104,TRANSFER
3127,42,31,TRANSFER
3128,42,7,TRANSFER
3129,42,123,TRANSFER
3130,42,122,TRANSFER
3131,42,1057,TRANSFER
3132,42,51,TRANSFER
3133,42,709,TRANSFER
3134,42,536,TRANSFER
3135,42,96,TRANSFER
3136,42,336,TRANSFER
3137,42,30,TRANSFER
3138,42,69,TRANSFER
3139,42,247,TRANSFER
3140,42,37,TRANSFER
3141,42,8,TRANSFER
3142,42,12,TRANSFER
3143,42,159,TRANSFER
3144,42,82,TRANSFER
3145,42,2,TRANSFER
3146,42,53,TRANSFER
3147,42,27,TRANSFER
3148,42,137,TRANSFER
3149,42,117,TRANSFER
3150,43,318,TRANSFER
3151,43,325,TRANSFER
3152,43,53,TRANSFER
3153,43,19,TRANSFER
3154,43,117,TRANSFER
3155,43,23,TRANSFER
3156,43,70,TRANSFER
3157,43,24,TRANSFER
3158,43,337,TRANSFER
3159,43,1232,TRANSFER
3160,43,326,TRANSFER
3161,43,10,TRANSFER
3162,43,78,TRANSFER
3163,43,1338,TRANSFER
3164,43,963,TRANSFER
3165,43,1183,TRANSFER
3166,43,16,TRANSFER
3167,43,42,TRANSFER
3168,43,37,TRANSFER
3169,43,1041,TRANSFER
3170,43,304,TRANSFER
3171,43,33,TRANSFER
3172,43,671,TRANSFER
3173,43,29,TRANSFER
3174,43,22,TRANSFER
3175,43,15,TRANSFER
3176,43,27,TRANSFER
3177,43,83,TRANSFER
3178,43,245,TRANSFER
3179,43,177,TRANSFER
3180,43,576,TRANSFER
3181,43,13,TRANSFER
3182,43,20,TRANSFER
3183,43,115,TRANSFER
3184,43,98,TRANSFER
3185,43,32,TRANSFER
3186,43,6,TRANSFER
3187,43,74,TRANSFER
3188,43,63,TRANSFER
3189,43,973,TRANSFER
3190,43,486,TRANSFER
3191,43,56,TRANSFER
3192,43,176,TRANSFER
3193,43,41,TRANSFER
3194,43,39,TRANSFER
3195,43,302,TRANSFER
3196,43,17,TRANSFER
3197,43,172,TRANSFER
3198,43,1169,TRANSFER
3199,43,26,TRANSFER
3200,43,97,TRANSFER
3201,43,242,TRANSFER
3202,43,239,TRANSFER
3203,43,14,TRANSFER
3204,43,54,TRANSFER
3205,43,36,TRANSFER
3206,43,1071,TRANSFER
3207,43,25,TRANSFER
3208,43,464,TRANSFER
3209,43,50,TRANSFER
3210,43,61,TRANSFER
3211,43,11,TRANSFER
3212,43,166,TRANSFER
3213,43,640,TRANSFER
3214,43,694,TRANSFER
3215,43,95,TRANSFER
3216,43,34,TRANSFER
3217,43,734,TRANSFER
3218,43,80,TRANSFER
3219,43,357,TRANSFER
3220,44,560,TRANSFER
3221,44,96,TRANSFER
3222,44,54,TRANSFER
3223,44,42,TRANSFER
3224,44,30,TRANSFER
3225,44,140,TRANSFER
3226,44,14,TRANSFER
3227,44,588,TRANSFER
3228,44,33,TRANSFER
3229,44,69,TRANSFER
3230,44,8,TRANSFER
3231,44,74,TRANSFER
3232,44,43,TRANSFER
3233,44,155,TRANSFER
3234,44,276,TRANSFER
3235,44,6,TRANSFER
3236,44,111,TRANSFER
3237,44,65,TRANSFER
3238,44,102,TRANSFER
3239,44,7,TRANSFER
3240,44,63,TRANSFER
3241,44,990,TRANSFER
3242,44,101,TRANSFER
3243,44,15,TRANSFER
3244,44,164,TRANSFER
3245,44,178,TRANSFER
3246,44,366,TRANSFER
3247,44,17,TRANSFER
3248,44,40,TRANSFER
3249,44,103,TRANSFER
3250,44,549,TRANSFER
3251,44,57,TRANSFER
3252,44,27,TRANSFER
3253,44,51,TRANSFER
3254,44,309,TRANSFER
3255,44,16,TRANSFER
3256,44,22,TRANSFER
3257,44,28,TRANSFER
3258,44,97,TRANSFER
3259,44,128,TRANSFER
3260,44,34,TRANSFER
3261,44,66,TRANSFER
3262,44,3,TRANSFER
3263,44,87,TRANSFER
3264,44,147,TRANSFER
3265,44,972,TRANSFER
3266,44,19,TRANSFER
3267,44,1425,TRANSFER
3268,44,638,TRANSFER
3269,44,1007,TRANSFER
3270,44,151,TRANSFER
3271,44,32,TRANSFER
3272,44,29,TRANSFER
3273,44,21,TRANSFER
3274,44,91,TRANSFER
3275,44,457,TRANSFER
3276,44,37,TRANSFER
3277,44,84,TRANSFER
3278,44,153,TRANSFER
3279,44,736,TRANSFER
3280,44,55,TRANSFER
3281,44,20,TRANSFER
3282,44,605,TRANSFER
3283,44,1349,TRANSFER
3284,44,59,TRANSFER
3285,44,176,TRANSFER
3286,44,49,TRANSFER
3287,44,31,TRANSFER
3288,44,1222,TRANSFER
3289,45,994,TRANSFER
3290,45,61,TRANSFER
3291,45,601,TRANSFER
3292,45,8,TRANSFER
3293,45,85,TRANSFER
3294,45,104,TRANSFER
3295,45,9,TRANSFER
3296,45,20,TRANSFER
3297,45,40,TRANSFER
3298,45,23,TRANSFER
3299,45,98,TRANSFER
3300,45,224,TRANSFER
3301,45,567,TRANSFER
3302,45,29,TRANSFER
3303,45,989,TRANSFER
3304,45,16,TRANSFER
3305,45,159,TRANSFER
3306,45,38,TRANSFER
3307,45,94,TRANSFER
3308,45,324,TRANSFER
3309,45,90,TRANSFER
3310,45,101,TRANSFER
3311,45,6,TRANSFER
3312,45,95,TRANSFER
3313,45,54,TRANSFER
3314,45,50,TRANSFER
3315,45,130,TRANSFER
3316,45,201,TRANSFER
3317,45,5,TRANSFER
3318,45,39,TRANSFER
3319,45,124,TRANSFER
3320,45,640,TRANSFER
3321,45,166,TRANSFER
3322,45,48,TRANSFER
3323,45,27,TRANSFER
3324,45,34,TRANSFER
3325,45,71,TRANSFER
3326,45,75,TRANSFER
3327,45,42,TRANSFER
3328,45,32,TRANSFER
3329,45,43,TRANSFER
3330,45,108,TRANSFER
3331,45,30,TRANSFER
3332,45,1020,TRANSFER
3333,45,1014,TRANSFER
3334,45,142,TRANSFER
3335,45,571,TRANSFER
3336,45,92,TRANSFER
3337,45,3,TRANSFER
3338,46,22,TRANSFER
3339,46,49,TRANSFER
3340,46,23,TRANSFER
3341,46,14,TRANSFER
3342,46,11,TRANSFER
3343,46,48,TRANSFER
3344,46,1206,TRANSFER
3345,46,36,TRANSFER
3346,46,186,TRANSFER
3347,46,102,TRANSFER
3348,46,1373,TRANSFER
3349,46,728,TRANSFER
3350,46,246,TRANSFER
3351,46,38,TRANSFER
3352,46,76,TRANSFER
3353,46,44,TRANSFER
3354,46,16,TRANSFER
3355,46,659,TRANSFER
3356,46,27,TRANSFER
3357,46,193,TRANSFER
3358,46,7,TRANSFER
3359,46,25,TRANSFER
3360,46,471,TRANSFER
3361,46,112,TRANSFER
3362,46,731,TRANSFER
3363,46,457,TRANSFER
3364,46,320,TRANSFER
3365,46,26,TRANSFER
3366,46,141,TRANSFER
3367,46,289,TRANSFER
3368,46,705,TRANSFER
3369,46,94,TRANSFER
3370,46,879,TRANSFER
3371,46,29,TRANSFER
3372,46,140,TRANSFER
3373,46,32,TRANSFER
3374,46,100,TRANSFER
3375,46,299,TRANSFER
3376,46,35,TRANSFER
3377,46,10,TRANSFER
3378,46,58,TRANSFER
3379,46,281,TRANSFER
3380,46,5,TRANSFER
3381,46,978,TRANSFER
3382,46,319,TRANSFER
3383,46,62,TRANSFER
3384,46,930,TRANSFER
3385,46,712,TRANSFER
3386,47,16,TRANSFER
3387,47,302,TRANSFER
3388,47,678,TRANSFER
3389,47,25,TRANSFER
3390,47,5,TRANSFER
3391,47,562,TRANSFER
3392,47,31,TRANSFER
3393,47,26,TRANSFER
3394,47,141,TRANSFER
3395,47,64,TRANSFER
3396,47,139,TRANSFER
3397,47,54,TRANSFER
3398,47,65,TRANSFER
3399,47,46,TRANSFER
3400,47,96,TRANSFER
3401,47,13,TRANSFER
3402,47,10,TRANSFER
3403,47,185,TRANSFER
3404,47,29,TRANSFER
3405,47,74,TRANSFER
3406,47,72,TRANSFER
3407,47,1002,TRANSFER
3408,47,24,TRANSFER
3409,47,20,TRANSFER
3410,47,56,TRANSFER
3411,47,1036,TRANSFER
3412,47,153,TRANSFER
3413,47,140,TRANSFER
3414,47,8,TRANSFER
3415,47,52,TRANSFER
3416,47,109,TRANSFER
3417,47,152,TRANSFER
3418,47,233,TRANSFER
3419,47,6,TRANSFER
3420,47,1051,TRANSFER
3421,47,33,TRANSFER
3422,47,34,TRANSFER
3423,47,43,TRANSFER
3424,47,1417,TRANSFER
3425,47,66,TRANSFER
3426,47,49,TRANSFER
3427,47,114,TRANSFER
3428,47,21,TRANSFER
3429,47,36,TRANSFER
3430,47,22,TRANSFER
3431,47,48,TRANSFER
3432,48,14,TRANSFER
3433,48,46,TRANSFER
3434,48,293,TRANSFER
3435,48,38,TRANSFER
3436,48,123,TRANSFER
3437,48,1390,TRANSFER
3438,48,9,TRANSFER
3439,48,58,TRANSFER
3440,48,35,TRANSFER
3441,48,672,TRANSFER
3442,48,189,TRANSFER
3443,48,127,TRANSFER
3444,48,303,TRANSFER
3445,48,12,TRANSFER
3446,48,245,TRANSFER
3447,48,4,TRANSFER
3448,48,22,TRANSFER
3449,48,26,TRANSFER
3450,48,23,TRANSFER
3451,48,119,TRANSFER
3452,48,77,TRANSFER
3453,48,20,TRANSFER
3454,48,32,TRANSFER
3455,48,215,TRANSFER
3456,48,40,TRANSFER
3457,48,28,TRANSFER
3458,48,65,TRANSFER
3459,48,1066,TRANSFER
3460,48,8,TRANSFER
3461,48,167,TRANSFER
3462,48,2,TRANSFER
3463,48,59,TRANSFER
3464,48,30,TRANSFER
3465,48,532,TRANSFER
3466,48,322,TRANSFER
3467,48,1091,TRANSFER
3468,48,305,TRANSFER
3469,48,82,TRANSFER
3470,48,470,TRANSFER
3471,48,15,TRANSFER
3472,48,56,TRANSFER
3473,48,54,TRANSFER
3474,48,338,TRANSFER
3475,48,753,TRANSFER
3476,48,33,TRANSFER
3477,48,37,TRANSFER
3478,48,749,TRANSFER
3479,49,42,TRANSFER
3480,49,35,TRANSFER
3481,49,20,TRANSFER
3482,49,21,TRANSFER
3483,49,1231,TRANSFER
3484,49,984,TRANSFER
3485,49,279,TRANSFER
3486,49,66,TRANSFER
3487,49,48,TRANSFER
3488,49,29,TRANSFER
3489,49,10,TRANSFER
3490,49,161,TRANSFER
3491,49,114,TRANSFER
3492,49,77,TRANSFER
3493,49,8,TRANSFER
3494,49,101,TRANSFER
3495,49,31,TRANSFER
3496,49,16,TRANSFER
3497,49,1389,TRANSFER
3498,49,45,TRANSFER
3499,49,163,TRANSFER
3500,49,11,TRANSFER
3501,49,23,TRANSFER
3502,49,675,TRANSFER
3503,49,17,TRANSFER
3504,49,363,TRANSFER
3505,49,111,TRANSFER
3506,49,239,TRANSFER
3507,49,1341,TRANSFER
3508,49,15,TRANSFER
3509,49,555,TRANSFER
3510,49,39,TRANSFER
3511,49,12,TRANSFER
3512,49,9,TRANSFER
3513,49,146,TRANSFER
3514,49,65,TRANSFER
3515,49,664,TRANSFER
3516,49,63,TRANSFER
3517,49,122,TRANSFER
3518,49,19,TRANSFER
3519,49,140,TRANSFER
3520,49,1187,TRANSFER
8437,49,757,TRANSFER
3521,50,164,TRANSFER
3522,50,41,TRANSFER
3523,50,119,TRANSFER
3524,50,35,TRANSFER
3525,50,9,TRANSFER
3526,50,17,TRANSFER
3527,50,34,TRANSFER
3528,50,338,TRANSFER
3529,50,22,TRANSFER
3530,50,364,TRANSFER
3531,50,405,TRANSFER
3532,50,603,TRANSFER
3533,50,48,TRANSFER
3534,50,84,TRANSFER
3535,50,1216,TRANSFER
3536,50,74,TRANSFER
3537,50,36,TRANSFER
3538,50,16,TRANSFER
3539,50,46,TRANSFER
3540,50,25,TRANSFER
3541,50,387,TRANSFER
3542,50,120,TRANSFER
3543,50,251,TRANSFER
3544,50,71,TRANSFER
3545,50,955,TRANSFER
3546,50,333,TRANSFER
3547,50,26,TRANSFER
3548,50,37,TRANSFER
3549,50,98,TRANSFER
3550,50,18,TRANSFER
3551,50,124,TRANSFER
3552,50,30,TRANSFER
3553,50,38,TRANSFER
3554,50,27,TRANSFER
3555,50,183,TRANSFER
3556,50,58,TRANSFER
3557,50,31,TRANSFER
3558,50,69,TRANSFER
3559,50,53,TRANSFER
3560,50,108,TRANSFER
3561,50,188,TRANSFER
3562,50,310,TRANSFER
3563,50,241,TRANSFER
3564,50,63,TRANSFER
3565,50,277,TRANSFER
3566,50,606,TRANSFER
3567,50,59,TRANSFER
3568,50,47,TRANSFER
3569,50,15,TRANSFER
3570,51,951,TRANSFER
3571,51,226,TRANSFER
3572,51,45,TRANSFER
3573,51,114,TRANSFER
3574,51,358,TRANSFER
3575,51,25,TRANSFER
3576,51,20,TRANSFER
3577,51,359,TRANSFER
3578,51,31,TRANSFER
3579,51,37,TRANSFER
3580,51,300,TRANSFER
3581,51,559,TRANSFER
3582,51,27,TRANSFER
3583,51,10,TRANSFER
3584,51,8,TRANSFER
3585,51,17,TRANSFER
3586,51,117,TRANSFER
3587,51,28,TRANSFER
3588,51,441,TRANSFER
3589,51,23,TRANSFER
3590,51,13,TRANSFER
3591,51,438,TRANSFER
3592,51,77,TRANSFER
3593,51,388,TRANSFER
3594,51,981,TRANSFER
3595,51,19,TRANSFER
3596,51,334,TRANSFER
3597,51,62,TRANSFER
3598,51,4,TRANSFER
3599,51,26,TRANSFER
3600,51,473,TRANSFER
3601,51,100,TRANSFER
3602,51,332,TRANSFER
3603,51,30,TRANSFER
3604,51,12,TRANSFER
3605,51,183,TRANSFER
3606,51,74,TRANSFER
3607,51,68,TRANSFER
3608,51,15,TRANSFER
3609,51,42,TRANSFER
3610,51,14,TRANSFER
3611,51,29,TRANSFER
3612,51,340,TRANSFER
3613,51,7,TRANSFER
3614,51,1092,TRANSFER
3615,51,453,TRANSFER
3616,51,210,TRANSFER
3617,51,129,TRANSFER
3618,51,451,TRANSFER
3619,51,463,TRANSFER
3620,51,372,TRANSFER
3621,52,33,TRANSFER
3622,52,43,TRANSFER
3623,52,361,TRANSFER
3624,52,647,TRANSFER
3625,52,9,TRANSFER
3626,52,56,TRANSFER
3627,52,436,TRANSFER
3628,52,301,TRANSFER
3629,52,333,TRANSFER
3630,52,28,TRANSFER
3631,52,84,TRANSFER
3632,52,50,TRANSFER
3633,52,3,TRANSFER
3634,52,60,TRANSFER
3635,52,18,TRANSFER
3636,52,607,TRANSFER
3637,52,54,TRANSFER
3638,52,326,TRANSFER
3639,52,225,TRANSFER
3640,52,148,TRANSFER
3641,52,573,TRANSFER
3642,52,31,TRANSFER
3643,52,1428,TRANSFER
3644,52,437,TRANSFER
3645,52,112,TRANSFER
3646,52,45,TRANSFER
3647,52,61,TRANSFER
3648,52,34,TRANSFER
3649,52,174,TRANSFER
3650,52,41,TRANSFER
3651,52,30,TRANSFER
3652,52,1382,TRANSFER
3653,52,77,TRANSFER
3654,52,968,TRANSFER
3655,52,104,TRANSFER
3656,52,107,TRANSFER
3657,52,944,TRANSFER
3658,52,347,TRANSFER
3659,52,8,TRANSFER
3660,52,42,TRANSFER
3661,52,21,TRANSFER
3662,52,68,TRANSFER
3663,52,327,TRANSFER
3664,52,197,TRANSFER
3665,52,490,TRANSFER
3666,52,81,TRANSFER
3667,52,927,TRANSFER
3668,52,132,TRANSFER
3669,52,25,TRANSFER
3670,52,142,TRANSFER
3671,53,668,TRANSFER
3672,53,9,TRANSFER
3673,53,756,TRANSFER
3674,53,722,TRANSFER
3675,53,103,TRANSFER
3676,53,21,TRANSFER
3677,53,653,TRANSFER
3678,53,10,TRANSFER
3679,53,30,TRANSFER
3680,53,113,TRANSFER
3681,53,986,TRANSFER
3682,53,69,TRANSFER
3683,53,64,TRANSFER
3684,53,68,TRANSFER
3685,53,339,TRANSFER
3686,53,1327,TRANSFER
3687,53,297,TRANSFER
3688,53,51,TRANSFER
3689,53,62,TRANSFER
3690,53,28,TRANSFER
3691,53,66,TRANSFER
3692,53,35,TRANSFER
3693,53,342,TRANSFER
3694,53,15,TRANSFER
3695,53,25,TRANSFER
3696,53,38,TRANSFER
3697,53,667,TRANSFER
3698,53,61,TRANSFER
3699,53,160,TRANSFER
3700,53,719,TRANSFER
3701,53,73,TRANSFER
3702,53,94,TRANSFER
3703,53,1032,TRANSFER
3704,53,43,TRANSFER
3705,53,201,TRANSFER
3706,53,18,TRANSFER
3707,53,26,TRANSFER
3708,53,29,TRANSFER
3709,53,112,TRANSFER
3710,53,24,TRANSFER
3711,53,17,TRANSFER
3712,53,91,TRANSFER
3713,53,95,TRANSFER
3714,53,285,TRANSFER
3715,53,14,TRANSFER
3716,53,1076,TRANSFER
3717,53,242,TRANSFER
3718,53,16,TRANSFER
3719,53,54,TRANSFER
3720,53,70,TRANSFER
3721,53,36,TRANSFER
3722,54,44,TRANSFER
3723,54,31,TRANSFER
3724,54,8,TRANSFER
3725,54,97,TRANSFER
3726,54,9,TRANSFER
3727,54,22,TRANSFER
3728,54,46,TRANSFER
3729,54,461,TRANSFER
3730,54,10,TRANSFER
3731,54,41,TRANSFER
3732,54,19,TRANSFER
3733,54,51,TRANSFER
3734,54,543,TRANSFER
3735,54,702,TRANSFER
3736,54,216,TRANSFER
3737,54,314,TRANSFER
3738,54,244,TRANSFER
3739,54,36,TRANSFER
3740,54,35,TRANSFER
3741,54,396,TRANSFER
3742,54,493,TRANSFER
3743,54,80,TRANSFER
3744,54,61,TRANSFER
3745,54,647,TRANSFER
3746,54,95,TRANSFER
3747,54,42,TRANSFER
3748,54,115,TRANSFER
3749,54,89,TRANSFER
3750,54,25,TRANSFER
3751,54,12,TRANSFER
3752,54,64,TRANSFER
3753,54,48,TRANSFER
3754,54,1337,TRANSFER
3755,54,741,TRANSFER
3756,54,65,TRANSFER
3757,54,15,TRANSFER
3758,54,752,TRANSFER
3759,54,659,TRANSFER
3760,54,53,TRANSFER
3761,54,27,TRANSFER
3762,54,84,TRANSFER
3763,54,241,TRANSFER
3764,54,26,TRANSFER
3765,54,18,TRANSFER
3766,54,1413,TRANSFER
3767,55,33,TRANSFER
3768,55,346,TRANSFER
3769,55,117,TRANSFER
3770,55,10,TRANSFER
3771,55,40,TRANSFER
3772,55,25,TRANSFER
3773,55,971,TRANSFER
3774,55,961,TRANSFER
3775,55,28,TRANSFER
3776,55,19,TRANSFER
3777,55,1209,TRANSFER
3778,55,1004,TRANSFER
3779,55,6,TRANSFER
3780,55,1371,TRANSFER
3781,55,14,TRANSFER
3782,55,462,TRANSFER
3783,55,36,TRANSFER
3784,55,13,TRANSFER
3785,55,11,TRANSFER
3786,55,17,TRANSFER
3787,55,32,TRANSFER
3788,55,54,TRANSFER
3789,55,29,TRANSFER
3790,55,378,TRANSFER
3791,55,30,TRANSFER
3792,55,99,TRANSFER
3793,55,22,TRANSFER
3794,55,955,TRANSFER
3795,55,1025,TRANSFER
3796,55,21,TRANSFER
3797,55,46,TRANSFER
3798,55,24,TRANSFER
3799,55,5,TRANSFER
3800,55,9,TRANSFER
3801,55,175,TRANSFER
3802,55,301,TRANSFER
3803,55,291,TRANSFER
3804,55,185,TRANSFER
3805,55,980,TRANSFER
3806,55,1014,TRANSFER
3807,55,247,TRANSFER
3808,55,37,TRANSFER
3809,55,34,TRANSFER
3810,55,1069,TRANSFER
3811,55,43,TRANSFER
3812,55,83,TRANSFER
8432,55,220,TRANSFER
3813,56,39,TRANSFER
3814,56,7,TRANSFER
3815,56,3,TRANSFER
3816,56,59,TRANSFER
3817,56,23,TRANSFER
3818,56,19,TRANSFER
3819,56,16,TRANSFER
3820,56,27,TRANSFER
3821,56,1,TRANSFER
3822,56,200,TRANSFER
3823,56,382,TRANSFER
3824,56,728,TRANSFER
3825,56,88,TRANSFER
3826,56,101,TRANSFER
3827,56,79,TRANSFER
3828,56,1420,TRANSFER
3829,56,80,TRANSFER
3830,56,99,TRANSFER
3831,56,33,TRANSFER
3832,56,308,TRANSFER
3833,56,34,TRANSFER
3834,56,20,TRANSFER
3835,56,722,TRANSFER
3836,56,222,TRANSFER
3837,56,176,TRANSFER
3838,56,65,TRANSFER
3839,56,42,TRANSFER
3840,56,81,TRANSFER
3841,56,5,TRANSFER
3842,56,351,TRANSFER
3843,56,871,TRANSFER
3844,56,14,TRANSFER
3845,56,25,TRANSFER
3846,56,110,TRANSFER
3847,56,280,TRANSFER
3848,56,11,TRANSFER
3849,56,204,TRANSFER
3850,56,44,TRANSFER
3851,57,36,TRANSFER
3852,57,139,TRANSFER
3853,57,13,TRANSFER
3854,57,1244,TRANSFER
3855,57,34,TRANSFER
3856,57,108,TRANSFER
3857,57,26,TRANSFER
3858,57,101,TRANSFER
3859,57,43,TRANSFER
3860,57,138,TRANSFER
3861,57,3,TRANSFER
3862,57,358,TRANSFER
3863,57,25,TRANSFER
3864,57,64,TRANSFER
3865,57,37,TRANSFER
3866,57,362,TRANSFER
3867,57,109,TRANSFER
3868,57,39,TRANSFER
3869,57,29,TRANSFER
3870,57,552,TRANSFER
3871,57,11,TRANSFER
3872,57,15,TRANSFER
3873,57,8,TRANSFER
3874,57,331,TRANSFER
3875,57,40,TRANSFER
3876,57,33,TRANSFER
3877,57,746,TRANSFER
3878,57,18,TRANSFER
3879,57,707,TRANSFER
3880,57,16,TRANSFER
3881,57,246,TRANSFER
3882,57,21,TRANSFER
3883,57,20,TRANSFER
3884,57,52,TRANSFER
3885,57,60,TRANSFER
3886,57,55,TRANSFER
3887,57,53,TRANSFER
3888,57,1250,TRANSFER
3889,57,7,TRANSFER
3890,57,83,TRANSFER
3891,57,659,TRANSFER
3892,57,12,TRANSFER
3893,57,336,TRANSFER
3894,57,330,TRANSFER
3895,57,19,TRANSFER
3896,58,102,TRANSFER
3897,58,23,TRANSFER
3898,58,51,TRANSFER
3899,58,29,TRANSFER
3900,58,113,TRANSFER
3901,58,711,TRANSFER
3902,58,6,TRANSFER
3903,58,56,TRANSFER
3904,58,137,TRANSFER
3905,58,32,TRANSFER
3906,58,24,TRANSFER
3907,58,338,TRANSFER
3908,58,1422,TRANSFER
3909,58,65,TRANSFER
3910,58,22,TRANSFER
3911,58,34,TRANSFER
3912,58,69,TRANSFER
3913,58,237,TRANSFER
3914,58,658,TRANSFER
3915,58,180,TRANSFER
3916,58,183,TRANSFER
3917,58,40,TRANSFER
3918,58,354,TRANSFER
3919,58,98,TRANSFER
3920,58,485,TRANSFER
3921,58,71,TRANSFER
3922,58,12,TRANSFER
3923,58,1087,TRANSFER
3924,58,1217,TRANSFER
3925,58,3,TRANSFER
3926,58,138,TRANSFER
3927,58,316,TRANSFER
3928,58,886,TRANSFER
3929,58,345,TRANSFER
3930,58,86,TRANSFER
3931,58,27,TRANSFER
3932,58,993,TRANSFER
3933,58,11,TRANSFER
3934,58,481,TRANSFER
3935,58,120,TRANSFER
3936,58,49,TRANSFER
3937,58,94,TRANSFER
3938,58,535,TRANSFER
3939,58,16,TRANSFER
3940,58,124,TRANSFER
3941,58,1,TRANSFER
3942,59,55,TRANSFER
3943,59,343,TRANSFER
3944,59,13,TRANSFER
3945,59,560,TRANSFER
3946,59,649,TRANSFER
3947,59,20,TRANSFER
3948,59,114,TRANSFER
3949,59,6,TRANSFER
3950,59,380,TRANSFER
3951,59,50,TRANSFER
3952,59,112,TRANSFER
3953,59,737,TRANSFER
3954,59,1009,TRANSFER
3955,59,133,TRANSFER
3956,59,15,TRANSFER
3957,59,35,TRANSFER
3958,59,988,TRANSFER
3959,59,78,TRANSFER
3960,59,43,TRANSFER
3961,59,327,TRANSFER
3962,59,40,TRANSFER
3963,59,7,TRANSFER
3964,59,131,TRANSFER
3965,59,245,TRANSFER
3966,59,32,TRANSFER
3967,59,31,TRANSFER
3968,59,56,TRANSFER
3969,59,51,TRANSFER
3970,59,336,TRANSFER
3971,59,363,TRANSFER
3972,59,22,TRANSFER
3973,59,356,TRANSFER
3974,59,456,TRANSFER
3975,59,471,TRANSFER
3976,59,19,TRANSFER
3977,59,400,TRANSFER
3978,59,28,TRANSFER
3979,59,962,TRANSFER
3980,59,68,TRANSFER
3981,59,27,TRANSFER
3982,59,74,TRANSFER
3983,59,779,TRANSFER
3984,59,12,TRANSFER
3985,60,95,TRANSFER
3986,60,1228,TRANSFER
3987,60,5,TRANSFER
3988,60,1240,TRANSFER
3989,60,236,TRANSFER
3990,60,21,TRANSFER
3991,60,58,TRANSFER
3992,60,18,TRANSFER
3993,60,42,TRANSFER
3994,60,46,TRANSFER
3995,60,1441,TRANSFER
3996,60,13,TRANSFER
3997,60,16,TRANSFER
3998,60,32,TRANSFER
3999,60,40,TRANSFER
4000,60,22,TRANSFER
4001,60,36,TRANSFER
4002,60,470,TRANSFER
4003,60,1015,TRANSFER
4004,60,574,TRANSFER
4005,60,7,TRANSFER
4006,60,76,TRANSFER
4007,60,1078,TRANSFER
4008,60,106,TRANSFER
4009,60,446,TRANSFER
4010,60,98,TRANSFER
4011,60,35,TRANSFER
4012,60,19,TRANSFER
4013,60,1035,TRANSFER
4014,60,101,TRANSFER
4015,60,245,TRANSFER
4016,60,57,TRANSFER
4017,60,43,TRANSFER
4018,60,20,TRANSFER
4019,60,477,TRANSFER
4020,60,24,TRANSFER
4021,60,180,TRANSFER
4022,60,107,TRANSFER
4023,60,23,TRANSFER
4024,60,70,TRANSFER
4025,60,50,TRANSFER
4026,61,72,TRANSFER
4027,61,22,TRANSFER
4028,61,24,TRANSFER
4029,61,45,TRANSFER
4030,61,11,TRANSFER
4031,61,13,TRANSFER
4032,61,726,TRANSFER
4033,61,150,TRANSFER
4034,61,1047,TRANSFER
4035,61,35,TRANSFER
4036,61,12,TRANSFER
4037,61,592,TRANSFER
4038,61,104,TRANSFER
4039,61,48,TRANSFER
4040,61,46,TRANSFER
4041,61,4,TRANSFER
4042,61,269,TRANSFER
4043,61,185,TRANSFER
4044,61,613,TRANSFER
4045,61,32,TRANSFER
4046,61,42,TRANSFER
